index,book_name,author,author_rating,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,sales_rank,publisher,units_sold
692,The Foundation Trilogy,Isaac Asimov,Excellent,4.39,72311,fiction,1060.82,636.492,8.99,797,HarperCollins Publishers,36504
693,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,Excellent,4.06,32626,fiction,352.82,0.0,2.99,798,"Amazon Digital Services,  Inc.",36288
694,The Austere Academy,"Lemony Snicket, Brett Helquist",Intermediate,3.97,99311,fiction,116.82,0.0,0.99,799,"Amazon Digital Services,  Inc.",36288
695,Seven Up,Janet Evanovich,Excellent,4.15,94506,fiction,1320.42,792.252,11.19,800,HarperCollins Publishers,36072
696,The Awakening,Kelley Armstrong,Excellent,4.16,95026,fiction,761.1,456.66,6.45,802,Simon and Schuster Digital Sales Inc,36072
697,Death Masks,Jim Butcher,Excellent,4.32,83664,children,654.9,392.94,5.55,802,"Amazon Digital Services,  Inc.",36072
698,Stellaluna,Janell Cannon,Excellent,4.22,87423,fiction,116.82,70.092,0.99,803,"Amazon Digital Services,  Inc.",36072
699,Before They Are Hanged,Joe Abercrombie,Excellent,4.27,68865,fiction,116.82,70.092,0.99,804,Random House LLC,35856
700,Loving Frank,Nancy Horan,Intermediate,3.73,72734,fiction,824.82,494.892,6.99,804,Hachette Book Group,35640
701,Hard Eight,"Janet Evanovich, Lorelei King",Excellent,4.17,93057,nonfiction,1060.82,636.492,8.99,805,Random House LLC,35640
702,The Vile Village,"Lemony Snicket, Brett Helquist",Intermediate,3.94,89733,fiction,706.82,424.092,5.99,808,Penguin Group (USA) LLC,35640
703,Sybil,Flora Rheta Schreiber,Intermediate,3.99,72493,nonfiction,502.68,301.608,4.26,809,HarperCollins Publishing,35640
704,Cosmos,Carl Sagan,Excellent,4.35,76440,nonfiction,1131.62,678.972,9.59,810,Penguin Group (USA) LLC,35640
705,Haunted: A Novel of Stories,Chuck Palahniuk,Intermediate,3.59,68861,fiction,234.82,140.892,1.99,810,Simon and Schuster Digital Sales Inc,35424
706,The Shell Seekers,Rosamunde Pilcher,Excellent,4.13,73573,fiction,588.82,0.0,4.99,811,"Amazon Digital Services,  Inc.",35424
707,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,Excellent,4.16,59333,fiction,1680.32,1008.192,14.24,811,Penguin Group (USA) LLC,35424
708,CrÃ³nica de una muerte anunciada,"Gabriel GarcÃ­a MÃ¡rquez, Gregory Rabassa",Intermediate,3.95,56200,fiction,1128.08,676.848,9.56,813,Simon and Schuster Digital Sales Inc,35208
710,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",Excellent,4.02,71868,children,872.02,523.212,7.39,816,"Amazon Digital Services,  Inc.",35208
711,The Lowland,Jhumpa Lahiri,Intermediate,3.82,62231,fiction,470.82,282.492,3.99,818,"Amazon Digital Services,  Inc.",35208
712,The Ruins of Gorlan,John Flanagan,Excellent,4.2,83085,nonfiction,824.82,494.892,6.99,818,Random House LLC,34992
713,Wintergirls,Laurie Halse Anderson,Intermediate,3.98,87665,fiction,352.82,0.0,2.99,819,"Amazon Digital Services,  Inc.",34992
715,Assassin's Quest,Robin Hobb,Excellent,4.18,67125,fiction,470.82,0.0,3.99,821,"Amazon Digital Services,  Inc.",34776
716,Rosemary's Baby,Ira Levin,Intermediate,3.96,78766,fiction,588.82,0.0,4.99,823,"Amazon Digital Services,  Inc.",34776
717,The Talisman,"Stephen King, Peter Straub",Excellent,4.12,79508,nonfiction,234.82,140.892,1.99,823,"Amazon Digital Services,  Inc.",34776
718,The Path of Daggers,Robert Jordan,Intermediate,3.9,74815,fiction,234.82,140.892,1.99,824,"Amazon Digital Services,  Inc.",34560
719,The Dharma Bums,Jack Kerouac,Intermediate,3.94,62454,children,725.7,435.42,6.15,825,"Amazon Digital Services,  Inc.",34560
720,The Reckoning,Kelley Armstrong,Excellent,4.21,92922,fiction,466.83,0.0,3.99,826,"Amazon Digital Services,  Inc.",34560
721,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,Intermediate,3.97,69596,fiction,934.83,560.898,7.99,827,Random House LLC,34344
722,Mary Poppins,"P.L. Travers, Mary Shepard",Excellent,4.05,82706,fiction,349.83,209.898,2.99,830,"Amazon Digital Services,  Inc.",34128
723,Red Seas Under Red Skies,Scott Lynch,Excellent,4.23,68255,fiction,349.83,209.898,2.99,831,"Amazon Digital Services,  Inc.",34128
724,The House on Mango Street,Sandra Cisneros,Intermediate,3.57,81579,fiction,115.83,0.0,0.99,832,"Amazon Digital Services,  Inc.",34128
725,City of Thieves,David Benioff,Excellent,4.28,68063,fiction,232.83,139.698,1.99,832,HarperCollins Publishers,34128
726,Halfway to the Grave,Jeaniene Frost,Excellent,4.18,106608,fiction,232.83,139.698,1.99,834,"Amazon Digital Services,  Inc.",33912
727,The Twits,"Roald Dahl, Quentin Blake",Intermediate,3.94,82458,fiction,855.27,513.162,7.31,836,Random House LLC,33696
728,Abhorsen,Garth Nix,Excellent,4.29,80740,nonfiction,1519.83,911.898,12.99,836,"Amazon Digital Services,  Inc.",33696
729,The Beach House,"James Patterson, Peter de Jonge",Intermediate,3.82,68676,fiction,466.83,0.0,3.99,837,"Amazon Digital Services,  Inc.",33480
730,Eyes of the Dragon,Stephen King,Intermediate,3.92,72714,nonfiction,700.83,420.498,5.99,837,HarperCollins Publishers,33264
731,Children of Dune,Frank Herbert,Intermediate,3.9,74133,fiction,115.83,0.0,0.99,838,"Amazon Digital Services,  Inc.",33264
732,Leviathan Wakes,James S.A. Corey,Excellent,4.2,68416,nonfiction,1689.48,1013.688,14.44,840,HarperCollins Publishers,33048
733,Queen of Shadows,Sarah J. Maas,Famous,4.6,99067,fiction,349.83,209.898,2.99,841,Macmillan,33048
734,Maus II : And Here My Troubles Began ,Art Spiegelman,Famous,4.41,90147,nonfiction,583.83,350.298,4.99,842,Hachette Book Group,32832
735,The Snowy Day,Ezra Jack Keats,Excellent,4.13,81914,fiction,1170.0,702.0,10.0,843,"Amazon Digital Services,  Inc.",32832
736,To the Nines,Janet Evanovich,Excellent,4.16,86963,fiction,1402.83,841.698,11.99,844,Penguin Group (USA) LLC,32832
737,Where We Belong,Emily Giffin,Intermediate,3.86,68224,nonfiction,115.83,0.0,0.99,845,"Amazon Digital Services,  Inc.",32616
738,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,Excellent,4.1,72207,fiction,349.83,0.0,2.99,846,"Amazon Digital Services,  Inc.",32616
739,ã‚¹ãƒ—ãƒ¼ãƒˆãƒ‹ã‚¯ã®æ‹äºº [SupÅ«toniku no Koibito],"Haruki Murakami, Philip Gabriel",Intermediate,3.82,62229,fiction,1084.59,650.754,9.27,846,Penguin Group (USA) LLC,32616
740,The Signature of All Things,Elizabeth Gilbert,Intermediate,3.81,61135,nonfiction,232.83,139.698,1.99,848,"Amazon Digital Services,  Inc.",32400
741,"Eats, Shoots and Leaves",Lynne Truss,Intermediate,3.86,79117,fiction,466.83,0.0,3.99,852,"Amazon Digital Services,  Inc.",32184
742,Dead Witch Walking,Kim Harrison,Excellent,4.04,91390,nonfiction,349.83,0.0,2.99,852,"Amazon Digital Services,  Inc.",32184
744,An Echo in the Bone,Diana Gabaldon,Famous,4.42,68854,fiction,1391.13,834.678,11.89,854,Simon and Schuster Digital Sales Inc,32184
745,Unearthly,Cynthia Hand,Excellent,4.06,99942,fiction,232.83,139.698,1.99,857,Hachette Book Group,31968
747,Knife of Dreams,Robert Jordan,Excellent,4.12,71379,fiction,349.83,0.0,2.99,860,"Amazon Digital Services,  Inc.",31752
748,Hoot,Carl Hiaasen,Intermediate,3.81,75275,fiction,583.83,350.298,4.99,862,Penguin Group (USA) LLC,31752
749,Ã†neis,"Virgil, Robert Fitzgerald",Intermediate,3.81,75051,fiction,114.84,0.0,0.99,863,"Amazon Digital Services,  Inc.",31752
750,This is How You Lose Her,Junot DÃ­az,Intermediate,3.75,66720,nonfiction,624.08,374.448,5.38,865,"Amazon Digital Services,  Inc.",31536
751,ã‚¢ãƒ•ã‚¿ãƒ¼ãƒ€ãƒ¼ã‚¯ [AfutÄ dÄku],"Haruki Murakami, Jay Rubin",Intermediate,3.68,64278,fiction,694.84,0.0,5.99,866,"Amazon Digital Services,  Inc.",31536
752,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,Intermediate,3.97,63304,fiction,892.04,535.224,7.69,867,Random House LLC,31536
753,It's Not Summer Without You,Jenny Han,Excellent,4.14,80367,fiction,346.84,0.0,2.99,868,"Amazon Digital Services,  Inc.",31536
754,Pushing the Limits,Katie McGarry,Excellent,4.08,93818,fiction,462.84,0.0,3.99,869,"Amazon Digital Services,  Inc.",31320
755,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",Intermediate,3.85,90908,fiction,114.84,68.904,0.99,869,Random House LLC,31320
756,Miss Nelson Is Missing!,"Harry Allard, James  Marshall",Excellent,4.26,77206,fiction,1158.84,695.304,9.99,871,Penguin Group (USA) LLC,31320
757,The Long Walk,"Richard Bachman, Stephen King",Excellent,4.11,71775,nonfiction,462.84,277.704,3.99,871,Hachette Book Group,31320
758,The Ersatz Elevator,"Lemony Snicket, Brett Helquist",Excellent,4.01,90071,nonfiction,230.84,138.504,1.99,873,Random House LLC,31104
759,Messenger ,Lois Lowry,Intermediate,3.9,79746,fiction,462.84,277.704,3.99,877,"Amazon Digital Services,  Inc.",30888
760,Lover Revealed,J.R. Ward,Excellent,4.3,97830,fiction,694.84,0.0,5.99,879,"Amazon Digital Services,  Inc.",30888
761,'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N. Uelsmann",Excellent,4.25,72797,fiction,770.24,462.144,6.64,879,Hachette Book Group,30672
762,The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",Excellent,4.14,87335,fiction,114.84,68.904,0.99,881,"Amazon Digital Services,  Inc.",30672
763,God is Not Great: How Religion Poisons Everything,Christopher Hitchens,Intermediate,3.96,64347,children,694.84,416.904,5.99,883,"Amazon Digital Services,  Inc.",30456
764,"Never Too Far (Too Far, #2)",Abbi Glines,Excellent,4.21,97616,fiction,114.84,68.904,0.99,884,"Amazon Digital Services,  Inc.",30456
765,State of Fear,Michael Crichton,Intermediate,3.69,65397,fiction,114.84,68.904,0.99,885,"Amazon Digital Services,  Inc.",30240
766,The Statistical Probability of Love at First Sight,Jennifer E. Smith,Intermediate,3.8,89356,fiction,114.84,0.0,0.99,886,"Amazon Digital Services,  Inc.",30240
767,The Golem's Eye,Jonathan Stroud,Excellent,4.09,69058,nonfiction,810.84,486.504,6.99,886,Simon and Schuster Digital Sales Inc,29808
768,Still Life with Woodpecker,Tom Robbins,Excellent,4.04,56802,fiction,346.84,0.0,2.99,887,"Amazon Digital Services,  Inc.",29808
769,Those Who Save Us,Jenna Blum,Excellent,4.12,68480,fiction,114.84,0.0,0.99,890,"Amazon Digital Services,  Inc.",29808
770,The Broker,John Grisham,Intermediate,3.77,65428,fiction,114.84,68.904,0.99,892,"Amazon Digital Services,  Inc.",29592
771,Across the Universe,Beth Revis,Intermediate,3.78,94176,fiction,462.84,0.0,3.99,892,"Amazon Digital Services,  Inc.",29376
772,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck,Excellent,4.03,61238,nonfiction,1042.84,625.704,8.99,893,"Amazon Digital Services,  Inc.",29160
773,Blood Rites,Jim Butcher,Excellent,4.33,79627,nonfiction,1041.68,625.008,8.98,894,"Amazon Digital Services,  Inc.",28944
774,The Boxcar Children,"Gertrude Chandler Warner, L. Kate Deal",Excellent,4.09,92916,fiction,1506.84,904.104,12.99,894,Simon and Schuster Digital Sales Inc,28944
775,The Silent Wife,A.S.A. Harrison,Novice,3.3,60323,nonfiction,784.16,470.496,6.76,897,"Amazon Digital Services,  Inc.",28728
776,How to Be a Woman,Caitlin Moran,Intermediate,3.73,70446,fiction,346.84,0.0,2.99,898,"Amazon Digital Services,  Inc.",28512
777,A Court of Mist and Fury,Sarah J. Maas,Famous,4.72,108384,fiction,1158.84,695.304,9.99,900,Simon and Schuster Digital Sales Inc,28512
778,Life,Keith Richards,Intermediate,3.84,60409,fiction,926.84,556.104,7.99,900,Random House LLC,28512
779,Unaccustomed Earth,Jhumpa Lahiri,Excellent,4.11,60126,fiction,458.85,0.0,3.99,903,"Amazon Digital Services,  Inc.",28296
780,The Pilot's Wife,Anita Shreve,Intermediate,3.5,71777,fiction,1367.35,820.41,11.89,904,Simon and Schuster Digital Sales Inc,28296
781,White Noise,Don DeLillo,Intermediate,3.86,55678,fiction,573.85,0.0,4.99,905,"Amazon Digital Services,  Inc.",28296
782,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,Famous,4.42,66079,fiction,343.85,0.0,2.99,907,"Amazon Digital Services,  Inc.",2943
783,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,Charles Darwin,Intermediate,3.97,64162,fiction,1033.85,620.31,8.99,909,HarperCollins Publishers,2943
784,Blankets,Craig Thompson,Excellent,4.06,70454,fiction,343.85,0.0,2.99,909,"Amazon Digital Services,  Inc.",2943
785,The Story of Edgar Sawtelle,David Wroblewski,Intermediate,3.6,70382,nonfiction,343.85,0.0,2.99,910,"Amazon Digital Services,  Inc.",2943
786,Drowning Ruth,Christina Schwarz,Intermediate,3.73,67768,fiction,573.85,0.0,4.99,911,"Amazon Digital Services,  Inc.",2916
787,Post Office,Charles Bukowski,Excellent,4.01,59295,nonfiction,343.85,206.31,2.99,913,HarperCollins Publishers,2916
788,All the Pretty Horses,Cormac McCarthy,Intermediate,3.97,68451,fiction,458.85,0.0,3.99,914,"Amazon Digital Services,  Inc.",2916
790,"One Piece, Volume 01","EiichirÅ Oda, Andy Nakatani",Famous,4.42,67047,fiction,458.85,0.0,3.99,915,"Amazon Digital Services,  Inc.",2916
791,The Last Unicorn,Peter S. Beagle,Excellent,4.18,76277,fiction,343.85,0.0,2.99,916,"Amazon Digital Services,  Inc.",2916
792,Magyk,Angie Sage,Intermediate,3.8,86805,fiction,343.85,206.31,2.99,917,"Amazon Digital Services,  Inc.",2916
793,Fever 1793,Laurie Halse Anderson,Intermediate,3.89,81945,fiction,458.85,0.0,3.99,918,"Amazon Digital Services,  Inc.",2916
794,The Likeness,Tana French,Excellent,4.05,72480,fiction,803.85,482.31,6.99,920,Penguin Group (USA) LLC,2916
795,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,Excellent,4.07,61439,fiction,930.35,558.21,8.09,921,Penguin Group (USA) LLC,2916
796,The Jungle Book,Rudyard Kipling,Intermediate,3.94,67107,fiction,113.85,68.31,0.99,922,"Amazon Digital Services,  Inc.",2916
797,I Am Pilgrim,Terry Hayes,Excellent,4.23,49740,fiction,573.85,344.31,4.99,924,"Amazon Digital Services,  Inc.",2916
798,Howl and Other Poems ,"Allen Ginsberg, William Carlos Williams",Excellent,4.14,71968,nonfiction,1269.6,761.76,11.04,926,HarperCollins Publishers,2916
799,Don't Sweat the Small Stuff,Richard Carlson,Intermediate,3.95,63324,fiction,884.35,530.61,7.69,927,Random House LLC,2916
800,Go the Fuck to Sleep,"Adam Mansbach, Ricardo CortÃ©s",Excellent,4.26,71816,fiction,113.85,68.31,0.99,930,"Amazon Digital Services,  Inc.",2916
801,Mostly Harmless,Douglas Adams,Intermediate,3.96,72426,nonfiction,573.85,344.31,4.99,931,Simon and Schuster Digital Sales Inc,2916
802,Benjamin Franklin: An American Life,Walter Isaacson,Intermediate,3.96,70335,fiction,573.85,344.31,4.99,933,Macmillan,2916
803,The Tiger's Wife,TÃ©a Obreht,Novice,3.37,66104,fiction,113.85,0.0,0.99,936,"Amazon Digital Services,  Inc.",2916
804,Poison Study,Maria V. Snyder,Excellent,4.16,96417,fiction,343.85,0.0,2.99,937,"Amazon Digital Services,  Inc.",2916
805,Lover Unbound,J.R. Ward,Excellent,4.33,97514,fiction,910.86,546.516,7.99,938,"Amazon Digital Services,  Inc.",2916
806,Going Postal,Terry Pratchett,Excellent,4.36,75186,fiction,1366.86,820.116,11.99,939,Penguin Group (USA) LLC,2916
807,The Book of Mormon,"Anonymous, Joseph Smith Jr.",Excellent,4.37,63530,fiction,1366.86,820.116,11.99,941,Random House LLC,2916
808,The Mist,Stephen King,Intermediate,3.92,82062,nonfiction,340.86,204.516,2.99,943,"Amazon Digital Services,  Inc.",2916
809,Dead Beat,Jim Butcher,Famous,4.43,78123,fiction,568.86,0.0,4.99,944,"Amazon Digital Services,  Inc.",2916
810,Golden Son,Pierce Brown,Famous,4.46,57614,fiction,112.86,0.0,0.99,946,"Amazon Digital Services,  Inc.",2916
811,Night Watch,Terry Pratchett,Famous,4.47,71271,nonfiction,910.86,546.516,7.99,947,"Amazon Digital Services,  Inc.",2916
812,The Light Fantastic,Terry Pratchett,Intermediate,3.94,75196,nonfiction,112.86,67.716,0.99,949,"Amazon Digital Services,  Inc.",2916
813,What the Dog Saw and Other Adventures,Malcolm Gladwell,Intermediate,3.82,65277,fiction,876.66,525.996,7.69,950,Random House LLC,2916
814,Pretty Girls,Karin Slaughter,Intermediate,3.95,60737,fiction,226.86,0.0,1.99,952,"Amazon Digital Services,  Inc.",2916
815,Last Argument of Kings,Joe Abercrombie,Excellent,4.26,65068,fiction,568.86,341.316,4.99,952,Macmillan,2916
816,Revival,Stephen King,Intermediate,3.75,53662,fiction,568.86,0.0,4.99,953,"Amazon Digital Services,  Inc.",2916
817,Horton Hears a Who!,Dr. Seuss,Excellent,4.16,80883,fiction,112.86,67.716,0.99,955,"Amazon Digital Services,  Inc.",2916
818,The Blind Side: Evolution of a Game,Michael   Lewis,Excellent,4.16,37792,children,226.86,136.116,1.99,956,HarperCollins Publishers,2889
819,Lirael,Garth Nix,Excellent,4.29,78903,fiction,876.66,525.996,7.69,957,Penguin Group (USA) LLC,2889
820,School's Out Forever,James Patterson,Excellent,4.16,90157,fiction,340.86,204.516,2.99,958,"Amazon Digital Services,  Inc.",2889
821,é»’åŸ·äº‹ I [Kuroshitsuji I],"Yana Toboso, Tomo Kimura",Excellent,4.37,74378,nonfiction,1366.86,820.116,11.99,960,Penguin Group (USA) LLC,2889
822,Winter,Marissa Meyer,Famous,4.49,100464,nonfiction,397.86,0.0,3.49,961,"Amazon Digital Services,  Inc.",2889
823,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror ,"Robert Louis Stevenson, Robert Mighall",Intermediate,3.94,80299,fiction,568.86,341.316,4.99,963,Random House LLC,2889
825,The Painted Man,Peter V. Brett,Excellent,4.27,64416,fiction,454.86,272.916,3.99,966,"Amazon Digital Services,  Inc.",2889
827,One Shot,Lee Child,Excellent,4.2,63335,fiction,340.86,204.516,2.99,968,Simon and Schuster Digital Sales Inc,2889
828,The Serpent's Shadow,Rick Riordan,Excellent,4.28,82757,fiction,345.42,0.0,3.03,968,"Amazon Digital Services,  Inc.",2889
829,Duma Key,Stephen King,Intermediate,3.93,73807,fiction,844.74,506.844,7.41,969,Macmillan,2889
830,The Shifting Fog,Kate Morton,Intermediate,3.93,69948,fiction,228.0,0.0,2.0,970,"Amazon Digital Services,  Inc.",2889
832,Proven Guilty,Jim Butcher,Famous,4.41,75133,fiction,778.62,467.172,6.83,971,Simon and Schuster Digital Sales Inc,2889
833,Ð—Ð°Ð¿Ð¸ÑÐºÐ¸ Ð¸Ð· Ð¿Ð¾Ð´Ð¿Ð¾Ð»ÑŒÑ,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",Excellent,4.17,65900,fiction,910.86,546.516,7.99,971,Random House LLC,2889
834,The Heart is a Lonely Hunter,Carson McCullers,Intermediate,3.97,67643,fiction,454.86,0.0,3.99,972,"Amazon Digital Services,  Inc.",2889
835,The Infinite Sea,Rick Yancey,Intermediate,3.94,78314,fiction,454.86,0.0,3.99,973,"Amazon Digital Services,  Inc.",2889
836,The Once and Future King,T.H. White,Excellent,4.08,76911,nonfiction,746.7,448.02,6.55,973,Macmillan,2889
837,Small Gods,Terry Pratchett,Excellent,4.27,72588,fiction,1220.4,732.24,10.8,977,HarperCollins Publishers,2889
838,"Bud, Not Buddy",Christopher Paul Curtis,Intermediate,3.89,73000,fiction,431.66,258.996,3.82,980,"Amazon Digital Services,  Inc.",2889
840,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,Excellent,4.1,61496,fiction,563.87,0.0,4.99,982,"Amazon Digital Services,  Inc.",2889
841,Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚,Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯,Intermediate,3.8,53187,nonfiction,1128.87,677.322,9.99,984,"Amazon Digital Services,  Inc.",2889
842,The Indian in the Cupboard,Lynne Reid Banks,Intermediate,3.89,77046,fiction,450.87,0.0,3.99,985,"Amazon Digital Services,  Inc.",2889
843,A Memory of Light,"Robert Jordan, Brandon Sanderson",Famous,4.5,68410,fiction,450.87,0.0,3.99,986,"Amazon Digital Services,  Inc.",2889
844,Me and Earl and the Dying Girl,Jesse Andrews,Intermediate,3.58,82270,nonfiction,1241.87,745.122,10.99,988,Random House LLC,2889
845,The Ugly Truth,Jeff Kinney,Excellent,4.16,68701,nonfiction,111.87,67.122,0.99,990,"Amazon Digital Services,  Inc.",2889
847,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",Simon Winchester,Intermediate,3.84,71411,fiction,450.87,270.522,3.99,993,Simon and Schuster Digital Sales Inc,2862
848,2nd Chance,"James Patterson, Andrew Gross",Excellent,4.01,68834,fiction,1388.77,833.262,12.29,993,HarperCollins Publishers,2862
849,The Complete Maus,Art Spiegelman,Famous,4.53,76785,nonfiction,111.87,67.122,0.99,994,"Amazon Digital Services,  Inc.",2862
850,The Eyre Affair,Jasper Fforde,Intermediate,3.92,85683,nonfiction,111.87,67.122,0.99,995,"Amazon Digital Services,  Inc.",2862
851,Anne Rice's The Vampire Lestat: The Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick GrÃ¶ss",Excellent,4.17,61842,fiction,111.87,0.0,0.99,996,"Amazon Digital Services,  Inc.",2862
853,The Art of Happiness: A Handbook for Living,"Dalai Lama XIV, Howard C. Cutler",Excellent,4.14,61498,nonfiction,1327.75,796.65,11.75,1000,Random House LLC,2862
854,The Bone Clocks,David Mitchell,Intermediate,3.81,53151,fiction,781.96,469.176,6.92,1001,Random House LLC,2862
855,Black and Blue,Anna Quindlen,Intermediate,3.86,67753,fiction,450.87,270.522,3.99,1001,"Amazon Digital Services,  Inc.",2862
857,The Last Juror,John Grisham,Intermediate,3.85,63114,nonfiction,970.67,582.402,8.59,1005,Penguin Group (USA) LLC,2862
858,Diary,Chuck Palahniuk,Intermediate,3.6,58428,fiction,1015.87,609.522,8.99,1006,Hachette Book Group,2862
859,Eleven on Top,Janet Evanovich,Excellent,4.15,84363,fiction,846.37,507.822,7.49,1006,Penguin Group (USA) LLC,2862
860,Tintenblut,"Cornelia Funke, Anthea Bell",Intermediate,3.91,82291,fiction,789.87,473.922,6.99,1007,"Amazon Digital Services,  Inc.",2862
861,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,Intermediate,3.75,56548,fiction,111.87,67.122,0.99,1007,"Amazon Digital Services,  Inc.",2862
862,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,Intermediate,3.99,69087,nonfiction,224.87,134.922,1.99,1008,"Amazon Digital Services,  Inc.",2862
863,White Night,Jim Butcher,Famous,4.41,73534,fiction,111.87,67.122,0.99,1009,"Amazon Digital Services,  Inc.",2862
864,The Miniaturist,Jessie Burton,Intermediate,3.58,56344,fiction,224.87,134.922,1.99,1010,HarperCollins Publishers,2862
865,Dragons of Autumn Twilight,"Margaret Weis, Tracy Hickman",Excellent,4.03,76219,nonfiction,992.14,595.284,8.78,1011,Simon and Schuster Digital Sales Inc,2862
866,The Lost Colony,Eoin Colfer,Excellent,4.01,103844,nonfiction,282.5,169.5,2.5,1012,"Amazon Digital Services,  Inc.",2862
867,Extras,Scott Westerfeld,Intermediate,3.59,85873,fiction,110.88,66.528,0.99,1013,"Amazon Digital Services,  Inc.",2862
868,The Burning Bridge,John Flanagan,Excellent,4.28,74156,nonfiction,838.88,503.328,7.49,1015,Macmillan,2862
869,The Book of Life,Deborah Harkness,Excellent,4.15,63027,fiction,334.88,0.0,2.99,1019,"Amazon Digital Services,  Inc.",2862
870,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,Intermediate,3.89,66049,fiction,670.88,0.0,5.99,1020,"Amazon Digital Services,  Inc.",4480
871,The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith",Excellent,4.2,78487,nonfiction,334.88,200.928,2.99,1020,"Amazon Digital Services,  Inc.",4480
872,Horns,Joe Hill,Intermediate,3.92,66287,nonfiction,334.88,200.928,2.99,1022,Hachette Book Group,4480
873,Catherine the Great: Portrait of a Woman,Robert K. Massie,Intermediate,3.91,66591,fiction,110.88,0.0,0.99,1023,"Amazon Digital Services,  Inc.",4480
874,The Year of the Flood,Margaret Atwood,Excellent,4.05,68597,fiction,894.88,536.928,7.99,1024,Simon and Schuster Digital Sales Inc,4480
875,Winter Garden,Kristin Hannah,Excellent,4.13,66577,fiction,334.88,0.0,2.99,1027,"Amazon Digital Services,  Inc.",4480
876,The King of Torts,John Grisham,Intermediate,3.67,61835,nonfiction,670.88,402.528,5.99,1027,HarperCollins Publishers,4480
877,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",Excellent,4.34,46551,fiction,446.88,0.0,3.99,1030,"Amazon Digital Services,  Inc.",4440
878,The 3 Mistakes of My Life,Chetan Bhagat,Intermediate,2.97,53331,fiction,894.88,536.928,7.99,1032,Random House LLC,4440
879,The Murder of Roger Ackroyd,Agatha Christie,Excellent,4.2,71354,nonfiction,842.24,505.344,7.52,1032,"Amazon Digital Services,  Inc.",4440
880,Native Son ,Richard Wright,Intermediate,3.96,66194,fiction,334.88,0.0,2.99,1033,"Amazon Digital Services,  Inc.",4440
881,Shadow's Edge,Brent Weeks,Excellent,4.27,66390,fiction,1326.08,795.648,11.84,1033,Random House LLC,4440
882,Under the Never Sky,Veronica Rossi,Excellent,4.01,74029,fiction,446.88,0.0,3.99,1034,"Amazon Digital Services,  Inc.",4440
883,True Believer,Nicholas Sparks,Intermediate,3.8,62840,fiction,558.88,0.0,4.99,1035,"Amazon Digital Services,  Inc.",4440
884,The Lean Startupâ€Ž,Eric Ries,Excellent,4.04,86284,fiction,110.88,66.528,0.99,1036,"Amazon Digital Services,  Inc.",4440
885,The Golden Lily,Richelle Mead,Excellent,4.36,86929,fiction,1230.88,738.528,10.99,1037,Penguin Group (USA) LLC,4440
886,Chasing Harry Winston,Lauren Weisberger,Novice,3.32,63342,fiction,558.88,335.328,4.99,1042,Random House LLC,4440
889,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,Excellent,4.15,64391,fiction,334.88,200.928,2.99,1044,HarperCollins Publishers,4440
890,A Long Way Down,Nick Hornby,Novice,3.41,59843,nonfiction,446.88,268.128,3.99,1046,Hachette Book Group,4440
891,Out from Boneville,"Jeff Smith, Steve Hamaker",Excellent,4.16,62330,fiction,670.88,0.0,5.99,1048,"Amazon Digital Services,  Inc.",4400
892,Rose Madder,Stephen King,Intermediate,3.66,70921,fiction,222.88,133.728,1.99,1049,Simon and Schuster Digital Sales Inc,4400
